Challenge,Challenge Name,Box,Item,Item Name,Prob
1,"草食の群れ",1,373,"ギリーフード (エピック)",0.0178571437
1,"草食の群れ",1,376,"メタルノポンの仮面 (エピック)",0.0178571437
1,"草食の群れ",1,400,"シルバーピアス (エピック)",0.0178571437
1,"草食の群れ",1,421,"刀アタッチメント (エピック)",0.0178571437
1,"草食の群れ",1,422,"ボールアタッチメント (エピック)",0.0178571437
1,"草食の群れ",1,10027,"マグネットチップ",0.0357142873
1,"草食の群れ",2,15007,"物理防御アップⅡ",0.005509642
1,"草食の群れ",2,15027,"インセクトハンターⅡ",0.005509642
1,"草食の群れ",2,15037,"アクアティックハンターⅡ",0.005509642
1,"草食の群れ",2,15047,"マシーンハンターⅡ",0.005509642
1,"草食の群れ",2,15052,"アルスハンターⅡ",0.005509642
1,"草食の群れ",2,15063,"フュージョンコンボ強化Ⅱ",0.005509642
1,"草食の群れ",2,15073,"反射無効",0.005509642
1,"草食の群れ",2,15083,"室内攻撃アップⅡ",0.005509642
1,"草食の群れ",2,15093,"火属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15098,"水属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15103,"地属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15108,"風属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15113,"雷属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15118,"氷属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15123,"闇属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15128,"光属性ダメージ減少Ⅱ",0.005509642
1,"草食の群れ",2,15150,"集中回避Ⅱ",0.005509642
1,"草食の群れ",2,15160,"緊急ガードⅡ",0.005509642
1,"草食の群れ",2,15170,"高HP攻撃アップⅡ",0.005509642
1,"草食の群れ",2,15180,"ブレイク抵抗Ⅱ",0.005509642
1,"草食の群れ",2,15190,"ライジング抵抗Ⅱ",0.005509642
1,"草食の群れ",2,15200,"ブロー抵抗Ⅱ",0.005509642
1,"草食の群れ",2,15220,"ヘイト低下Ⅱ",0.005509642
1,"草食の群れ",2,15230,"アーツヘイト低下Ⅱ",0.005509642
1,"草食の群れ",2,15240,"アーツヒールⅡ",0.005509642
1,"草食の群れ",2,15250,"ダメージヒールⅡ",0.005509642
1,"草食の群れ",2,15260,"日中命中アップⅡ",0.005509642
1,"草食の群れ",2,15270,"射撃距離アップⅡ",0.005509642
1,"草食の群れ",2,15275,"開幕アーツⅡ",0.005509642
1,"草食の群れ",2,15285,"支援上手Ⅱ",0.005509642
1,"草食の群れ",2,15295,"キズナMAX攻撃Ⅱ",0.005509642
1,"草食の群れ",2,15305,"先制キズナⅡ",0.005509642
1,"草食の群れ",2,15315,"スイッチ短縮Ⅱ",0.005509642
1,"草食の群れ",2,15346,"ジャミングⅡ",0.005509642
1,"草食の群れ",2,15351,"属性玉優先破壊",0.005509642
1,"草食の群れ",2,298,"ギアベスト (エピック)",0.005509642
1,"草食の群れ",2,301,"スチームベルト (エピック)",0.005509642
1,"草食の群れ",2,304,"ボルトハット (エピック)",0.005509642
1,"草食の群れ",2,323,"スミスグローブ (エピック)",0.005509642
1,"草食の群れ",2,325,"スプリングシューズ (エピック)",0.005509642
1,"草食の群れ",2,327,"ゴールドギアチョーカー (エピック)",0.005509642
1,"草食の群れ",2,331,"クラシックメダル (エピック)",0.005509642
1,"草食の群れ",2,334,"鉄のはちまき (エピック)",0.005509642
1,"草食の群れ",2,340,"機械化レガース (エピック)",0.005509642
1,"草食の群れ",2,343,"剣戟の旗 (エピック)",0.005509642
1,"草食の群れ",2,349,"見習いの腕輪 (エピック)",0.005509642
1,"草食の群れ",2,355,"クロムマフラー (エピック)",0.005509642
1,"草食の群れ",2,361,"ソルジャーリング (エピック)",0.005509642
1,"草食の群れ",2,365,"アサルトストーン (エピック)",0.005509642
1,"草食の群れ",2,373,"ギリーフード (エピック)",0.005509642
1,"草食の群れ",2,376,"メタルノポンの仮面 (エピック)",0.005509642
1,"草食の群れ",2,400,"シルバーピアス (エピック)",0.005509642
1,"草食の群れ",2,421,"刀アタッチメント (エピック)",0.005509642
1,"草食の群れ",2,422,"ボールアタッチメント (エピック)",0.005509642
1,"草食の群れ",2,10027,"マグネットチップ",0.0110192839
1,"草食の群れ",2,15002,"会心アップⅡ",0.0110192839
1,"草食の群れ",2,15012,"エーテル防御アップⅡ",0.0110192839
1,"草食の群れ",2,15017,"ガード率アップⅡ",0.0110192839
1,"草食の群れ",2,15022,"ビーストハンターⅡ",0.0110192839
1,"草食の群れ",2,15032,"フライヤーハンターⅡ",0.0110192839
1,"草食の群れ",2,15042,"ヒューマノイドハンターⅡ",0.0110192839
1,"草食の群れ",2,15057,"ブレイドコンボ強化Ⅱ",0.0110192839
1,"草食の群れ",2,15068,"不意打ち強化Ⅱ",0.0110192839
1,"草食の群れ",2,15078,"ヘイト攻撃アップⅡ",0.0110192839
1,"草食の群れ",2,15088,"室外攻撃アップⅡ",0.0110192839
1,"草食の群れ",2,15155,"移動回避Ⅱ",0.0110192839
1,"草食の群れ",2,15165,"忍耐Ⅱ",0.0110192839
1,"草食の群れ",2,15175,"スパイク防御Ⅱ",0.0110192839
1,"草食の群れ",2,15185,"ダウン抵抗Ⅱ",0.0110192839
1,"草食の群れ",2,15195,"スマッシュ抵抗Ⅱ",0.0110192839
1,"草食の群れ",2,15205,"ノックバック抵抗Ⅱ",0.0110192839
1,"草食の群れ",2,15215,"ブレイド封鎖抵抗Ⅱ",0.0110192839
1,"草食の群れ",2,15225,"ヘイト上昇Ⅱ",0.0110192839
1,"草食の群れ",2,15235,"アーツヘイト上昇Ⅱ",0.0110192839
1,"草食の群れ",2,15245,"ムーブヒールⅡ",0.0110192839
1,"草食の群れ",2,15255,"夜間命中アップⅡ",0.0110192839
1,"草食の群れ",2,15265,"反射ダメージアップⅡ",0.0110192839
1,"草食の群れ",2,15280,"以心伝心Ⅱ",0.0110192839
1,"草食の群れ",2,15290,"キズナMAXバリアⅡ",0.0110192839
1,"草食の群れ",2,15300,"キズナMAX回避Ⅱ",0.0110192839
1,"草食の群れ",2,15310,"後攻キズナⅡ",0.0110192839
1,"草食の群れ",2,15321,"必殺技Lv1強化Ⅱ",0.0110192839
1,"草食の群れ",2,15326,"必殺技Lv2強化Ⅱ",0.0110192839
1,"草食の群れ",2,15331,"必殺技Lv3強化Ⅱ",0.0110192839
1,"草食の群れ",2,15336,"必殺技Lv4強化Ⅱ",0.0110192839
1,"草食の群れ",2,15341,"キズナMAX命中Ⅱ",0.0110192839
1,"草食の群れ",2,15350,"属性玉一撃破壊",0.0110192839
1,"草食の群れ",2,307,"虹色グローブ (エピック)",0.0110192839
1,"草食の群れ",2,310,"シェルシューズ (エピック)",0.0110192839
1,"草食の群れ",2,313,"七色貝のチョーカー (エピック)",0.0110192839
1,"草食の群れ",2,328,"ガーネット (エピック)",0.0110192839
1,"草食の群れ",2,337,"ムーンキューブ (エピック)",0.0110192839
1,"草食の群れ",2,346,"スパイクショルダー (エピック)",0.0110192839
1,"草食の群れ",2,358,"シロオビ (エピック)",0.0110192839
1,"草食の群れ",2,379,"銀鳥の羽飾り (エピック)",0.0110192839
1,"草食の群れ",2,382,"霊樹のお守り (エピック)",0.0110192839
1,"草食の群れ",2,386,"誓いの指輪 (エピック)",0.0110192839
1,"草食の群れ",2,391,"騎士の勲章 (エピック)",0.0110192839
1,"草食の群れ",2,394,"ガントレット (エピック)",0.0110192839
1,"草食の群れ",2,423,"ナックルアタッチメント (エピック)",0.0110192839
1,"草食の群れ",2,427,"情熱の糸 (エピック)",0.0110192839
1,"草食の群れ",2,435,"クロックアップリスト (エピック)",0.0110192839
1,"草食の群れ",2,437,"ラベンダーポプリ (エピック)",0.0110192839
1,"草食の群れ",2,439,"賢者の護符 (エピック)",0.0110192839
1,"草食の群れ",2,440,"穏やかな香水 (エピック)",0.0110192839
1,"草食の群れ",2,10015,"グラスチップ",0.0220385678
1,"草食の群れ",2,10035,"ペンタゴンチップ",0.0220385678
1,"草食の群れ",2,462,"ノクトビジョン (コモン)",0.0137741044
1,"草食の群れ",2,570,"マーブルカメオ (コモン)",0.0275482088
1,"草食の群れ",2,463,"ノクトビジョン (レア)",0.0137741044
1,"草食の群れ",2,571,"マーブルカメオ (レア)",0.0137741044
1,"草食の群れ",2,464,"ノクトビジョン (エピック)",0.0137741044
1,"草食の群れ",2,572,"マーブルカメオ (エピック)",0.0137741044
1,"草食の群れ",3,15002,"会心アップⅡ",0.010416667
1,"草食の群れ",3,15012,"エーテル防御アップⅡ",0.010416667
1,"草食の群れ",3,15017,"ガード率アップⅡ",0.010416667
1,"草食の群れ",3,15022,"ビーストハンターⅡ",0.010416667
1,"草食の群れ",3,15032,"フライヤーハンターⅡ",0.010416667
1,"草食の群れ",3,15042,"ヒューマノイドハンターⅡ",0.010416667
1,"草食の群れ",3,15057,"ブレイドコンボ強化Ⅱ",0.010416667
1,"草食の群れ",3,15068,"不意打ち強化Ⅱ",0.010416667
1,"草食の群れ",3,15078,"ヘイト攻撃アップⅡ",0.010416667
1,"草食の群れ",3,15088,"室外攻撃アップⅡ",0.010416667
1,"草食の群れ",3,15155,"移動回避Ⅱ",0.010416667
1,"草食の群れ",3,15165,"忍耐Ⅱ",0.010416667
1,"草食の群れ",3,15175,"スパイク防御Ⅱ",0.010416667
1,"草食の群れ",3,15185,"ダウン抵抗Ⅱ",0.010416667
1,"草食の群れ",3,15195,"スマッシュ抵抗Ⅱ",0.010416667
1,"草食の群れ",3,15205,"ノックバック抵抗Ⅱ",0.010416667
1,"草食の群れ",3,15215,"ブレイド封鎖抵抗Ⅱ",0.010416667
1,"草食の群れ",3,15225,"ヘイト上昇Ⅱ",0.010416667
1,"草食の群れ",3,15235,"アーツヘイト上昇Ⅱ",0.010416667
1,"草食の群れ",3,15245,"ムーブヒールⅡ",0.010416667
1,"草食の群れ",3,15255,"夜間命中アップⅡ",0.010416667
1,"草食の群れ",3,15265,"反射ダメージアップⅡ",0.010416667
1,"草食の群れ",3,15280,"以心伝心Ⅱ",0.010416667
1,"草食の群れ",3,15290,"キズナMAXバリアⅡ",0.010416667
1,"草食の群れ",3,15300,"キズナMAX回避Ⅱ",0.010416667
1,"草食の群れ",3,15310,"後攻キズナⅡ",0.010416667
1,"草食の群れ",3,15321,"必殺技Lv1強化Ⅱ",0.010416667
1,"草食の群れ",3,15326,"必殺技Lv2強化Ⅱ",0.010416667
1,"草食の群れ",3,15331,"必殺技Lv3強化Ⅱ",0.010416667
1,"草食の群れ",3,15336,"必殺技Lv4強化Ⅱ",0.010416667
1,"草食の群れ",3,15341,"キズナMAX命中Ⅱ",0.010416667
1,"草食の群れ",3,15350,"属性玉一撃破壊",0.010416667
1,"草食の群れ",3,307,"虹色グローブ (エピック)",0.010416667
1,"草食の群れ",3,310,"シェルシューズ (エピック)",0.010416667
1,"草食の群れ",3,313,"七色貝のチョーカー (エピック)",0.010416667
1,"草食の群れ",3,328,"ガーネット (エピック)",0.010416667
1,"草食の群れ",3,337,"ムーンキューブ (エピック)",0.010416667
1,"草食の群れ",3,346,"スパイクショルダー (エピック)",0.010416667
1,"草食の群れ",3,358,"シロオビ (エピック)",0.010416667
1,"草食の群れ",3,379,"銀鳥の羽飾り (エピック)",0.010416667
1,"草食の群れ",3,382,"霊樹のお守り (エピック)",0.010416667
1,"草食の群れ",3,386,"誓いの指輪 (エピック)",0.010416667
1,"草食の群れ",3,391,"騎士の勲章 (エピック)",0.010416667
1,"草食の群れ",3,394,"ガントレット (エピック)",0.010416667
1,"草食の群れ",3,423,"ナックルアタッチメント (エピック)",0.010416667
1,"草食の群れ",3,427,"情熱の糸 (エピック)",0.010416667
1,"草食の群れ",3,435,"クロックアップリスト (エピック)",0.010416667
1,"草食の群れ",3,437,"ラベンダーポプリ (エピック)",0.010416667
1,"草食の群れ",3,439,"賢者の護符 (エピック)",0.010416667
1,"草食の群れ",3,440,"穏やかな香水 (エピック)",0.010416667
1,"草食の群れ",3,10015,"グラスチップ",0.020833334
1,"草食の群れ",3,10035,"ペンタゴンチップ",0.020833334
1,"草食の群れ",3,462,"ノクトビジョン (コモン)",0.013020833
1,"草食の群れ",3,570,"マーブルカメオ (コモン)",0.013020833
1,"草食の群れ",3,463,"ノクトビジョン (レア)",0.013020833
1,"草食の群れ",3,571,"マーブルカメオ (レア)",0.013020833
1,"草食の群れ",3,464,"ノクトビジョン (エピック)",0.013020833
1,"草食の群れ",3,572,"マーブルカメオ (エピック)",0.013020833
1,"草食の群れ",3,15008,"物理防御アップⅢ",0.00520833349
1,"草食の群れ",3,15028,"インセクトハンターⅢ",0.00520833349
1,"草食の群れ",3,15038,"アクアティックハンターⅢ",0.00520833349
1,"草食の群れ",3,15048,"マシーンハンターⅢ",0.00520833349
1,"草食の群れ",3,15053,"アルスハンターⅢ",0.00520833349
1,"草食の群れ",3,15064,"フュージョンコンボ強化Ⅲ",0.00520833349
1,"草食の群れ",3,15074,"反射無効",0.00520833349
1,"草食の群れ",3,15084,"室内攻撃アップⅢ",0.00520833349
1,"草食の群れ",3,15094,"火属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15099,"水属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15104,"地属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15109,"風属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15114,"雷属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15119,"氷属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15124,"闇属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15129,"光属性ダメージ減少Ⅲ",0.00520833349
1,"草食の群れ",3,15151,"集中回避Ⅲ",0.00520833349
1,"草食の群れ",3,15161,"緊急ガードⅢ",0.00520833349
1,"草食の群れ",3,15171,"高HP攻撃アップⅢ",0.00520833349
1,"草食の群れ",3,15181,"ブレイク抵抗Ⅲ",0.00520833349
1,"草食の群れ",3,15191,"ライジング抵抗Ⅲ",0.00520833349
1,"草食の群れ",3,15201,"ブロー抵抗Ⅲ",0.00520833349
1,"草食の群れ",3,15221,"ヘイト低下Ⅲ",0.00520833349
1,"草食の群れ",3,15231,"アーツヘイト低下Ⅲ",0.00520833349
1,"草食の群れ",3,15241,"アーツヒールⅢ",0.00520833349
1,"草食の群れ",3,15251,"ダメージヒールⅢ",0.00520833349
1,"草食の群れ",3,15261,"日中命中アップⅢ",0.00520833349
1,"草食の群れ",3,15271,"射撃距離アップⅢ",0.00520833349
1,"草食の群れ",3,15276,"開幕アーツⅢ",0.00520833349
1,"草食の群れ",3,15286,"支援上手Ⅲ",0.00520833349
1,"草食の群れ",3,15296,"キズナMAX攻撃Ⅲ",0.00520833349
1,"草食の群れ",3,15306,"先制キズナⅢ",0.00520833349
1,"草食の群れ",3,15316,"スイッチ短縮Ⅲ",0.00520833349
1,"草食の群れ",3,15347,"ジャミングⅢ",0.00520833349
1,"草食の群れ",3,299,"ジェイドベスト (エピック)",0.00520833349
1,"草食の群れ",3,302,"シルバーベルト (エピック)",0.00520833349
1,"草食の群れ",3,305,"パールハット (エピック)",0.00520833349
1,"草食の群れ",3,332,"モダンメダル (エピック)",0.00520833349
1,"草食の群れ",3,335,"氷紋はちまき (エピック)",0.00520833349
1,"草食の群れ",3,341,"結晶の脛当て (エピック)",0.00520833349
1,"草食の群れ",3,344,"戦女神の団旗 (エピック)",0.00520833349
1,"草食の群れ",3,353,"イレイザーオーブ (エピック)",0.00520833349
1,"草食の群れ",3,356,"ユニコーンマフラー (エピック)",0.00520833349
1,"草食の群れ",3,362,"ベルセルクリング (エピック)",0.00520833349
1,"草食の群れ",3,374,"スケルフード (エピック)",0.00520833349
1,"草食の群れ",3,377,"ゴールドノポンの仮面 (エピック)",0.00520833349
1,"草食の群れ",3,388,"慈愛の首飾り (エピック)",0.00520833349
1,"草食の群れ",3,398,"覇王の眼帯 (エピック)",0.00520833349
1,"草食の群れ",3,404,"バーストシンボル (エピック)",0.00520833349
1,"草食の群れ",3,407,"インフィニティシンボル (エピック)",0.00520833349
1,"草食の群れ",3,410,"リングアタッチメント (エピック)",0.00520833349
1,"草食の群れ",3,414,"サーベルアタッチメント (エピック)",0.00520833349
1,"草食の群れ",3,415,"エッジアタッチメント (エピック)",0.00520833349
1,"草食の群れ",3,425,"チアーボンボン (エピック)",0.00520833349
1,"草食の群れ",3,430,"治癒のアミュレット (エピック)",0.00520833349
1,"草食の群れ",3,10031,"モーターチップ",0.010416667
1,"草食の群れ",3,10043,"ユーレライトチップ",0.010416667
1,"草食の群れ",3,486,"戦慄のマスカレード (コモン)",0.0078125
1,"草食の群れ",3,492,"伝令シューズ (コモン)",0.0078125
1,"草食の群れ",3,487,"戦慄のマスカレード (レア)",0.0078125
1,"草食の群れ",3,493,"伝令シューズ (レア)",0.0078125
1,"草食の群れ",3,488,"戦慄のマスカレード (エピック)",0.0078125
1,"草食の群れ",3,494,"伝令シューズ (エピック)",0.0078125
1,"草食の群れ",3,25405,"武器術入門書",0.00520833349
2,"畑の害虫駆除",1,15007,"物理防御アップⅡ",0.00884955749
2,"畑の害虫駆除",1,15027,"インセクトハンターⅡ",0.00884955749
2,"畑の害虫駆除",1,15037,"アクアティックハンターⅡ",0.00884955749
2,"畑の害虫駆除",1,15047,"マシーンハンターⅡ",0.00884955749
2,"畑の害虫駆除",1,15052,"アルスハンターⅡ",0.00884955749
2,"畑の害虫駆除",1,15063,"フュージョンコンボ強化Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15073,"反射無効",0.00884955749
2,"畑の害虫駆除",1,15083,"室内攻撃アップⅡ",0.00884955749
2,"畑の害虫駆除",1,15093,"火属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15098,"水属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15103,"地属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15108,"風属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15113,"雷属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15118,"氷属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15123,"闇属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15128,"光属性ダメージ減少Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15150,"集中回避Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15160,"緊急ガードⅡ",0.00884955749
2,"畑の害虫駆除",1,15170,"高HP攻撃アップⅡ",0.00884955749
2,"畑の害虫駆除",1,15180,"ブレイク抵抗Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15190,"ライジング抵抗Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15200,"ブロー抵抗Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15220,"ヘイト低下Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15230,"アーツヘイト低下Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15240,"アーツヒールⅡ",0.00884955749
2,"畑の害虫駆除",1,15250,"ダメージヒールⅡ",0.00884955749
2,"畑の害虫駆除",1,15260,"日中命中アップⅡ",0.00884955749
2,"畑の害虫駆除",1,15270,"射撃距離アップⅡ",0.00884955749
2,"畑の害虫駆除",1,15275,"開幕アーツⅡ",0.00884955749
2,"畑の害虫駆除",1,15285,"支援上手Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15295,"キズナMAX攻撃Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15305,"先制キズナⅡ",0.00884955749
2,"畑の害虫駆除",1,15315,"スイッチ短縮Ⅱ",0.00884955749
2,"畑の害虫駆除",1,15346,"ジャミングⅡ",0.00884955749
2,"畑の害虫駆除",1,15351,"属性玉優先破壊",0.00884955749
2,"畑の害虫駆除",1,298,"ギアベスト (エピック)",0.03539823
2,"畑の害虫駆除",1,301,"スチームベルト (エピック)",0.03539823
2,"畑の害虫駆除",1,304,"ボルトハット (エピック)",0.03539823
2,"畑の害虫駆除",1,323,"スミスグローブ (エピック)",0.03539823
2,"畑の害虫駆除",1,325,"スプリングシューズ (エピック)",0.03539823
2,"畑の害虫駆除",1,327,"ゴールドギアチョーカー (エピック)",0.03539823
2,"畑の害虫駆除",1,331,"クラシックメダル (エピック)",0.03539823
2,"畑の害虫駆除",1,334,"鉄のはちまき (エピック)",0.03539823
2,"畑の害虫駆除",1,340,"機械化レガース (エピック)",0.03539823
2,"畑の害虫駆除",1,343,"剣戟の旗 (エピック)",0.03539823
2,"畑の害虫駆除",1,349,"見習いの腕輪 (エピック)",0.03539823
2,"畑の害虫駆除",1,355,"クロムマフラー (エピック)",0.03539823
2,"畑の害虫駆除",1,361,"ソルジャーリング (エピック)",0.03539823
2,"畑の害虫駆除",1,365,"アサルトストーン (エピック)",0.03539823
2,"畑の害虫駆除",1,373,"ギリーフード (エピック)",0.03539823
2,"畑の害虫駆除",1,376,"メタルノポンの仮面 (エピック)",0.03539823
2,"畑の害虫駆除",1,400,"シルバーピアス (エピック)",0.03539823
2,"畑の害虫駆除",1,421,"刀アタッチメント (エピック)",0.03539823
2,"畑の害虫駆除",1,422,"ボールアタッチメント (エピック)",0.03539823
2,"畑の害虫駆除",1,10027,"マグネットチップ",0.017699115
2,"畑の害虫駆除",2,15007,"物理防御アップⅡ",0.00250626565
2,"畑の害虫駆除",2,15027,"インセクトハンターⅡ",0.00250626565
2,"畑の害虫駆除",2,15037,"アクアティックハンターⅡ",0.00250626565
2,"畑の害虫駆除",2,15047,"マシーンハンターⅡ",0.00250626565
2,"畑の害虫駆除",2,15052,"アルスハンターⅡ",0.00250626565
2,"畑の害虫駆除",2,15063,"フュージョンコンボ強化Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15073,"反射無効",0.00250626565
2,"畑の害虫駆除",2,15083,"室内攻撃アップⅡ",0.00250626565
2,"畑の害虫駆除",2,15093,"火属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15098,"水属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15103,"地属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15108,"風属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15113,"雷属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15118,"氷属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15123,"闇属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15128,"光属性ダメージ減少Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15150,"集中回避Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15160,"緊急ガードⅡ",0.00250626565
2,"畑の害虫駆除",2,15170,"高HP攻撃アップⅡ",0.00250626565
2,"畑の害虫駆除",2,15180,"ブレイク抵抗Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15190,"ライジング抵抗Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15200,"ブロー抵抗Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15220,"ヘイト低下Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15230,"アーツヘイト低下Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15240,"アーツヒールⅡ",0.00250626565
2,"畑の害虫駆除",2,15250,"ダメージヒールⅡ",0.00250626565
2,"畑の害虫駆除",2,15260,"日中命中アップⅡ",0.00250626565
2,"畑の害虫駆除",2,15270,"射撃距離アップⅡ",0.00250626565
2,"畑の害虫駆除",2,15275,"開幕アーツⅡ",0.00250626565
2,"畑の害虫駆除",2,15285,"支援上手Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15295,"キズナMAX攻撃Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15305,"先制キズナⅡ",0.00250626565
2,"畑の害虫駆除",2,15315,"スイッチ短縮Ⅱ",0.00250626565
2,"畑の害虫駆除",2,15346,"ジャミングⅡ",0.00250626565
2,"畑の害虫駆除",2,15351,"属性玉優先破壊",0.00250626565
