Blade ID,Blade Name,Skill,Type,Col,Row,Level,Idea Category,Idea Points,Condition,Count,Result
1002,光,闪电爆发,Special,4,5,5,Justice,800,"在利贝拉里塔斯
打倒迷宫的修特罗姆",1,我会用我的力量把你们消灭干净的
1002,光,因果律预测,Battle Skill,5,1,1,,,,,
1002,光,因果律预测,Battle Skill,5,2,2,Justice,200,回避攻击,5,好像还能干得更好呢
1002,光,因果律预测,Battle Skill,5,3,3,Justice,300,战斗中将牵绊提升至最高,5,这种水准 完全在预料之内
1002,光,因果律预测,Battle Skill,5,4,4,Justice,500,发动暴击,8,就用我的力量来保护你们
1002,光,因果律预测,Battle Skill,5,5,5,Justice,800,"莫尔斯之地中倒下的办公楼
观看牵绊对话·光vs迦具土",,"今天一定要让你们
见识一下我的厉害"
1002,光,光速连击,Battle Skill,6,1,1,,,,,
1002,光,光速连击,Battle Skill,6,2,2,Justice,200,战斗中将牵绊提升至最高,2,就让你们见识一下我们的力量
1002,光,光速连击,Battle Skill,6,3,3,Justice,300,发动暴击,7,援助就交给我
1002,光,光速连击,Battle Skill,6,4,4,Justice,500,救助同伴,20,倒下的同伴必须要好好救助
1002,光,光速连击,Battle Skill,6,5,5,Justice,800,战斗中将牵绊提升至最高,100,"我会在旁援助的
你可以继续加强攻击哦"
1002,光,闪光,Battle Skill,7,1,1,Justice,100,发动暴击,3,学会了新的力量呢
1002,光,闪光,Battle Skill,7,2,2,Justice,200,发动暴击,5,我的力量 真的帮上忙了吗？
1002,光,闪光,Battle Skill,7,3,3,Justice,300,回避攻击,7,"不要总是躲闪
不主动攻击是不行的"
1002,光,闪光,Battle Skill,7,4,4,Justice,500,回避攻击,9,竟然超乎我的预测 真了不起
1002,光,闪光,Battle Skill,7,5,5,Justice,800,"多多行走
（可通过至今的累计数达成）",400000,"我们已经去过了好多地方
再去其他的地方看一看"
1002,光,光属性之力,Field Skill,8,1,1,,,,,
1002,光,光属性之力,Field Skill,8,2,2,Compassion,200,"去购物
（可通过至今的累计数达成）",50,"购物可真开心呀
再多买一些"
1002,光,光属性之力,Field Skill,8,3,,,,,,
1002,光,光属性之力,Field Skill,8,4,3,Compassion,500,"去购物
（可通过至今的累计数达成）",100,"好像买得太多了呢
没关系？"
1002,光,光属性之力,Field Skill,8,5,,,,,,
1002,光,集中力,Field Skill,9,1,1,Truth,100,"与各种人对话
（可通过至今的累计数达成）",20,"现在跟过去是不是没什么变化？
不多交流一下是不会知道的[ML:Dash ]"
1002,光,集中力,Field Skill,9,2,,,,,,
1002,光,集中力,Field Skill,9,3,2,Truth,300,"使用光喜欢的
收纳包道具·甜品",4,你原来知道我喜欢这个呀
1002,光,集中力,Field Skill,9,4,,,,,,
1002,光,集中力,Field Skill,9,5,3,Truth,800,"使用光喜欢的
收纳包道具·美术品",2,"这究竟是什么[ML:Dash ]
我好喜欢呀"
1002,光,女孩谈话,Field Skill,10,1,1,,,,,
1002,光,女孩谈话,Field Skill,10,2,2,Justice,200,"和众人对话
（可通过至今的累计数达成）",50,"毕竟已经隔了500年
真想和各种各样的人多聊聊天呢"
1002,光,女孩谈话,Field Skill,10,3,,,,,,
1002,光,女孩谈话,Field Skill,10,4,3,Justice,500,"和众人对话
（可通过至今的累计数达成）",100,"有趣的话题
还真不是随便就能找到的呢"
1002,光,女孩谈话,Field Skill,10,5,,,,,,
1004,白虎,,Key,1,1,1,,,,,
1004,白虎,,Key,1,2,2,Bravery,200,提升信赖度,100,我会让您看到进一步的成长
1004,白虎,,Key,1,3,3,Bravery,300,提升信赖度,1600,"我切实感受到了成长
一定能发挥出比之前更强的力量"
1004,白虎,,Key,1,4,4,Bravery,500,提升信赖度,4600,"我又获得了成长
今后也请期待我的精彩表现"
1004,白虎,,Key,1,5,5,Bravery,800,提升信赖度,10600,"这样一来 就能发挥出
最大限度的力量了"
1004,白虎,猛虎激振,Special,2,1,1,,,,,
1004,白虎,猛虎激振,Special,2,2,2,Truth,200,"在英维迪亚
打倒珍稀种怪物以外的狼兽族",6,"这是绝不能输的对手
下次也一定要取胜"
1004,白虎,猛虎激振,Special,2,3,3,Truth,300,使用猛虎激振,11,"渐渐已经变得
越来越顺手了"
1004,白虎,猛虎激振,Special,2,4,4,Truth,500,"在利贝拉里塔斯
打倒福波利海豚蜥",4,"请期待我下一次的战斗
一定会有出色表现的"
1004,白虎,猛虎激振,Special,2,5,5,Truth,800,"在世界树
打倒教皇直属魔导战车",1,"总算是赢了
真是好险啊"
1004,白虎,水波纹,Special,3,1,1,,,,,
1004,白虎,水波纹,Special,3,2,2,Bravery,200,"在古拉
打倒珍稀种怪物以外的狼兽族",6,"面对狼兽族[ML:Dash ]
不知为何会涌出一股
绝不想输的斗志"
1004,白虎,水波纹,Special,3,3,3,Bravery,300,"在斯佩比亚
打倒法贝尔狂牛兽",4,根本不是我的敌手
1004,白虎,水波纹,Special,3,4,4,Bravery,500,使用水波纹,9,技能又得到磨炼了
1004,白虎,水波纹,Special,3,5,5,Bravery,800,"在莫尔斯断崖
打倒机关枪的皮特",1,"虽然是相当难缠的对手
但也算一次不错的锻炼"
1004,白虎,野性咆哮,Special,4,1,1,,,,,
1004,白虎,野性咆哮,Special,4,2,2,Bravery,200,"使用御刃者连击
（旁观到的也将算入统计）",5,"我也绝对不能输
继续磨炼技巧"
1004,白虎,野性咆哮,Special,4,3,3,Bravery,300,使用野性咆哮,6,"请看我的招式
已经相当有模有样了？"
1004,白虎,野性咆哮,Special,4,4,4,Bravery,500,"在洛修利亚
打倒冰雹猩猩怪",4,从身体中涌出了一股力量
1004,白虎,野性咆哮,Special,4,5,5,Bravery,800,使用野性咆哮,8,"就用最强的一击
来做个了断"
1004,白虎,四神的守护,Battle Skill,5,1,1,,,,,
1004,白虎,四神的守护,Battle Skill,5,2,2,Truth,200,使用异刃连击,5,让你见识一下水之力
1004,白虎,四神的守护,Battle Skill,5,3,3,Truth,300,"使用御刃者连击
（旁观到的也将算入统计）",7,援护就交给我
1004,白虎,四神的守护,Battle Skill,5,4,4,Truth,500,使用异刃连击,10,见识见识何为水之力
1004,白虎,四神的守护,Battle Skill,5,5,5,Truth,800,"完成任务
（可通过至今的累计数达成）",100,"已经挑战过了
许许多多的事物呢
是很不错的经验"
1004,白虎,大河的恩惠,Battle Skill,6,1,1,Bravery,100,"使用御刃者连击
（旁观到的也将算入统计）",2,看来是获得了新的能力
1004,白虎,大河的恩惠,Battle Skill,6,2,2,Bravery,200,"使用白虎喜欢的
收纳包道具·肉类",4,"真美味
一吃肉力量就涌出来了呢"
1004,白虎,大河的恩惠,Battle Skill,6,3,3,Bravery,300,使用异刃连击,7,来见识一下我的力量
1004,白虎,大河的恩惠,Battle Skill,6,4,4,Bravery,500,"使用御刃者连击
（旁观到的也将算入统计）",10,我会用这份力量帮助大家的
1004,白虎,大河的恩惠,Battle Skill,6,5,5,Bravery,800,"在旅店留宿
（可通过至今的累计数达成）",50,"舒适的睡眠
是成长的第一步"
1004,白虎,治愈咆哮,Battle Skill,7,1,1,,,,,
1004,白虎,治愈咆哮,Battle Skill,7,2,2,Bravery,200,格挡攻击,5,我又获得了更强的力量
1004,白虎,治愈咆哮,Battle Skill,7,3,3,Bravery,300,格挡攻击,7,能比过去帮上更多忙了
1004,白虎,治愈咆哮,Battle Skill,7,4,4,Bravery,500,"在斯佩比亚的高台上
观看牵绊对话·残酷的大地",,"我已经发过誓 大小姐之外的人
都不允许坐上来"
1004,白虎,治愈咆哮,Battle Skill,7,5,5,Bravery,800,"和敌人战斗
（可通过至今的累计数达成）",100,至今以来的经验都会成为我的助力
1004,白虎,水属性之力,Field Skill,8,1,1,,,,,
1004,白虎,水属性之力,Field Skill,8,2,,,,,,
1004,白虎,水属性之力,Field Skill,8,3,2,Bravery,300,"在英维迪亚
打倒卡里尖嘴龙",5,"对水的操控更加熟练了
想必在冒险中也能更如您所愿"
1004,白虎,水属性之力,Field Skill,8,4,,,,,,
1004,白虎,水属性之力,Field Skill,8,5,3,Bravery,800,"在世界树
打倒库斯提克机甲",5,"全都交给我
万事皆会顺利的"
1004,白虎,植物学,Field Skill,9,1,1,,,,,
1004,白虎,植物学,Field Skill,9,2,,,,,,
1004,白虎,植物学,Field Skill,9,3,2,Bravery,300,获取收藏道具·花草,25,我已经逐渐掌握了窍门
1004,白虎,植物学,Field Skill,9,4,,,,,,
1004,白虎,植物学,Field Skill,9,5,3,Bravery,800,"获取收藏道具
（可通过至今的累计数达成）",250,"对花草更加熟悉了
战斗之外的事也交给我"
1004,白虎,古代文明的知识,Field Skill,10,1,1,Justice,100,获取收藏道具·机械,5,有各种各样的事物呢
1004,白虎,古代文明的知识,Field Skill,10,2,2,Justice,200,获取收藏道具·机械,20,真是让人很感兴趣呢
1004,白虎,古代文明的知识,Field Skill,10,3,,,,,,
1004,白虎,古代文明的知识,Field Skill,10,4,3,Justice,500,获取宝藏,7,"总算到了
由我来展露知识的时刻了吗？"
1004,白虎,古代文明的知识,Field Skill,10,5,,,,,,
1005,花JS,,Key,1,1,1,,,,,
1005,花JS,,Key,1,2,2,Compassion,200,提升信赖度,100,又能做新的事情了嗼
1005,花JS,,Key,1,3,3,Compassion,300,提升信赖度,1600,力量也得到了进一步解放嗼
1005,花JS,,Key,1,4,4,Compassion,500,提升信赖度,4600,花一直都在成长嗼
1005,花JS,,Key,1,5,5,Compassion,800,提升信赖度,10600,"准备完毕嗼
到了解放所有力量的时候嗼"
1005,花JS,花·旋转斩,Special,2,1,1,,,,,
1005,花JS,花·旋转斩,Special,2,2,2,Bravery,200,使用异刃连击,5,花的力量 就让你们见识一下嗼
1005,花JS,花·旋转斩,Special,2,3,3,Bravery,300,"使用御刃者连击
（旁观到的也将算入统计）",7,"花也要继续战斗嗼
要用异刃连击来决胜嗼"
1005,花JS,花·旋转斩,Special,2,4,4,Bravery,500,使用花·旋转斩,12,招式的技巧 已经提升到最高了嗼
1005,花JS,花·旋转斩,Special,2,5,5,Bravery,800,完成异刃连击终结技,3,花的绝招 成功了嗼
1005,花JS,诺彭·风暴,Special,3,1,1,,,,,
1005,花JS,诺彭·风暴,Special,3,2,2,Bravery,200,使用诺彭·风暴,7,花的招式 又变强了嗼
1005,花JS,诺彭·风暴,Special,3,3,3,Bravery,300,使用异刃连击,7,"交给花嗼
保证顺利完成嗼"
1005,花JS,诺彭·风暴,Special,3,4,4,Bravery,500,"使用御刃者连击
（旁观到的也将算入统计）",10,能成为真的异刃嗼？
1005,花JS,诺彭·风暴,Special,3,5,5,Bravery,800,"取得回复瓶
（可通过至今的累计数达成）",500,"花的战斗力
提升了嗼"
1005,花JS,花·钻头,Special,4,1,1,,,,,
1005,花JS,花·钻头,Special,4,2,2,Bravery,200,"使用御刃者连击
（旁观到的也将算入统计）",5,"不愧是主人嗼
花也不能输嗼"
1005,花JS,花·钻头,Special,4,3,3,Bravery,300,使用花·钻头,6,变得像模像样了嗼
1005,花JS,花·钻头,Special,4,4,4,Bravery,500,使用异刃连击,10,还能变得更强嗼
1005,花JS,花·钻头,Special,4,5,5,Bravery,800,"完成御刃者连击终结技
（旁观到的也将算入统计）",3,花也想使出帅气的招式嗼
1005,花JS,诺彭金属,Battle Skill,5,1,1,,,,,
1005,花JS,诺彭金属,Battle Skill,5,2,2,Compassion,200,"使用收纳包道具·乐器中
花JS喜欢的东西",2,"圆圆沙锤 真可爱嗼
[ML:Dash ]花 心砰砰直跳嗼"
1005,花JS,诺彭金属,Battle Skill,5,3,3,Compassion,300,战斗中将牵绊提升至最高,5,这是牵绊的力量嗼？
1005,花JS,诺彭金属,Battle Skill,5,4,4,Compassion,500,战斗中将牵绊提升至最高,6,"这就是牵绊的力量嗼
绝对不会有错嗼"
1005,花JS,诺彭金属,Battle Skill,5,5,5,Compassion,800,"发动暴击
（可通过至今的累计数达成）",20000,装甲强化完毕了嗼
1005,花JS,防御更替,Battle Skill,6,1,1,Compassion,100,格挡攻击,2,花 力量提升了嗼？
1005,花JS,防御更替,Battle Skill,6,2,2,Compassion,200,格挡攻击,5,花的功能变得更棒了嗼
1005,花JS,防御更替,Battle Skill,6,3,3,Compassion,300,"在古拉·虎的家
观看牵绊对话·花的新装备？",,"主人 什么时候
才给花装备战甲嗼？"
1005,花JS,防御更替,Battle Skill,6,4,4,Compassion,500,格挡攻击,9,有好多可以改造的嗼
1005,花JS,防御更替,Battle Skill,6,5,5,Compassion,800,承受累计超过指定数值的伤害,80000,防御功能达到最高峰嗼
1005,花JS,紧急模式,Battle Skill,7,1,1,Compassion,100,使用异刃连击,2,习得了新能力嗼
1005,花JS,紧急模式,Battle Skill,7,2,2,Compassion,200,"进行打捞
（可通过至今的累计数达成）",20,"云海里面 究竟是怎样的嗼？
花也能进去嗼？"
1005,花JS,紧急模式,Battle Skill,7,3,3,Compassion,300,在TIGER! TIGER!取得指定值以上的分数,20000,援护就请交给花嗼
1005,花JS,紧急模式,Battle Skill,7,4,4,Compassion,500,在TIGER! TIGER!取得指定值以上的分数,50000,随时为主人效力嗼
1005,花JS,紧急模式,Battle Skill,7,5,5,Compassion,800,"在交易所交换道具
",50,"收集了很多东西了嗼？
能用来给花强化嗼？"
1005,花JS,跳跃,Field Skill,8,1,1,,,,,
1005,花JS,跳跃,Field Skill,8,2,2,Compassion,200,"使用花JS喜欢的
收纳包道具·乐器",2,"这声音真好听嗼
乐器要好好珍藏嗼"
1005,花JS,跳跃,Field Skill,8,3,,,,,,
1005,花JS,跳跃,Field Skill,8,4,3,Compassion,500,"跳跃
（可通过至今的累计数达成）",300,跳跃力可以提升嗼？
1005,花JS,跳跃,Field Skill,8,5,,,,,,
1005,花JS,诺彭的知识,Field Skill,9,1,1,,,,,
1005,花JS,诺彭的知识,Field Skill,9,2,2,Compassion,200,与诺彭族对话,20,花又变聪明了嗼
1005,花JS,诺彭的知识,Field Skill,9,3,,,,,,
1005,花JS,诺彭的知识,Field Skill,9,4,3,Compassion,500,与诺彭族对话,40,"诺彭的问题就交给花嗼
主人的问题 也可以交给花嗼？"
1005,花JS,诺彭的知识,Field Skill,9,5,,,,,,
1005,花JS,怪力,Field Skill,10,1,1,,,,,
1005,花JS,怪力,Field Skill,10,2,,,,,,
1005,花JS,怪力,Field Skill,10,3,2,Compassion,300,"使用花JS喜欢的
收纳包道具·主食",4,"这气味就连花也能明白嗼
力量涌出来了嗼"
1005,花JS,怪力,Field Skill,10,4,,,,,,
1005,花JS,怪力,Field Skill,10,5,3,Compassion,800,"使用收纳包道具·饮料中
花JS喜欢的东西",4,"哇呜～～～ 忍不住了嗼
真想喝一次试试看嗼"
1006,花JK,,Key,1,1,1,,,,,
1006,花JK,,Key,1,2,2,Truth,200,提升信赖度,100,以下一个顶峰为目标前进嗼！
1006,花JK,,Key,1,3,3,Truth,300,提升信赖度,1300,以更高的顶峰为目标前进嗼
1006,花JK,,Key,1,4,4,Truth,500,提升信赖度,3800,以顶点为目标努力嗼
1006,花JK,,Key,1,5,5,Truth,800,提升信赖度,8800,"所有准备都完成了嗼
瞄准顶点 直线前进嗼"
1006,花JK,花·导弹,Special,2,1,1,,,,,
1006,花JK,花·导弹,Special,2,2,2,Truth,200,使用异刃连击,5,让你们见识一下 花的力量嗼
1006,花JK,花·导弹,Special,2,3,3,Truth,300,"使用御刃者连击
（旁观到的也将算入统计）",7,"今天的花头脑清晰嗼
让你们看场好戏嗼"
1006,花JK,花·导弹,Special,2,4,4,Truth,500,使用花·导弹,12,"已经升级完毕了嗼
真想赶快试试力量嗼"
1006,花JK,花·导弹,Special,2,5,5,Truth,800,完成异刃连击终结技,3,花 以最大输出出击嗼
1006,花JK,花·粉碎拳,Special,3,1,1,,,,,
1006,花JK,花·粉碎拳,Special,3,2,2,Truth,200,"使用花JK喜欢的
收纳包道具·美术品",2,"嗼嗼嗼 心已经被填满了嗼
只是看着就已经被治愈了嗼"
1006,花JK,花·粉碎拳,Special,3,3,3,Truth,300,使用异刃连击,7,不会让你逃跑的嗼 做好觉悟嗼
1006,花JK,花·粉碎拳,Special,3,4,4,Truth,500,使用花·粉碎拳,9,招式的技巧 已经提升到最高了嗼
1006,花JK,花·粉碎拳,Special,3,5,5,Truth,800,"完成御刃者连击终结技
（旁观到的也将算入统计）",3,"花也要用异刃连击来决胜嗼
真期待下场战斗嗼"
1006,花JK,诺彭·毁灭,Special,4,1,1,,,,,
1006,花JK,诺彭·毁灭,Special,4,2,2,Compassion,200,"使用御刃者连击
（旁观到的也将算入统计）",5,"花的招式
也不输主人的嗼"
1006,花JK,诺彭·毁灭,Special,4,3,3,Compassion,300,使用诺彭·毁灭,6,"招式又变强了嗼
又能帮上主人忙了嗼？"
1006,花JK,诺彭·毁灭,Special,4,4,4,Compassion,500,使用异刃连击,10,让你们看看花的正义嗼
1006,花JK,诺彭·毁灭,Special,4,5,5,Compassion,800,使用诺彭·毁灭,8,"力量超升级了嗼
请看花的新招式嗼"
1006,花JK,加速装置,Battle Skill,5,1,1,,,,,
1006,花JK,加速装置,Battle Skill,5,2,2,Compassion,200,合计造成指定值之上的输出伤害,8000,"这真是太简单了嗼
简直是小菜一碟嗼
等等？ 可是花不吃东西嗼？"
1006,花JK,加速装置,Battle Skill,5,3,3,Compassion,300,合计造成指定值之上的输出伤害,16000,绰绰有余嗼
1006,花JK,加速装置,Battle Skill,5,4,4,Compassion,500,合计造成指定值之上的输出伤害,32000,"就算有了花的力量
这场战斗也很严峻嗼"
1006,花JK,加速装置,Battle Skill,5,5,5,Compassion,800,格挡攻击,250,援护就请交给花嗼
1006,花JK,高速反击,Battle Skill,6,1,1,Compassion,100,回避攻击,3,掌握了新能力嗼
1006,花JK,高速反击,Battle Skill,6,2,2,Compassion,200,回避攻击,5,闪避然后反击嗼
1006,花JK,高速反击,Battle Skill,6,3,3,Compassion,300,回避攻击,7,不会辜负主人的期待嗼
1006,花JK,高速反击,Battle Skill,6,4,4,Compassion,500,"在利贝拉里塔斯与弥先村相邻的岛屿上
观看牵绊对话·切换模式",,"明白了嗼
会不抱期待地等待嗼"
1006,花JK,高速反击,Battle Skill,6,5,5,Compassion,800,"在交易所交换道具
赚取金钱",160000,"可以作为花的改造资金嗼？
好期待嗼"
1006,花JK,高速启动,Battle Skill,7,1,1,Compassion,100,获取收藏道具·蔬菜,5,获得了新知识嗼
1006,花JK,高速启动,Battle Skill,7,2,2,Compassion,200,使用异刃武技,5,要升级嗼～
1006,花JK,高速启动,Battle Skill,7,3,3,Compassion,300,使用异刃武技,6,"未雨绸缪
要做好准备嗼"
1006,花JK,高速启动,Battle Skill,7,4,4,Compassion,500,使用异刃武技,7,主人 你也为花感到高兴嗼？
1006,花JK,高速启动,Battle Skill,7,5,5,Compassion,800,"进行打捞
（可通过至今的累计数达成）",25,"好在意云海的里面嗼
花也想潜下去看一看嗼"
1006,花JK,开锁,Field Skill,8,1,1,,,,,
1006,花JK,开锁,Field Skill,8,2,,,,,,
1006,花JK,开锁,Field Skill,8,3,2,Truth,300,"开启宝箱
（可通过至今的累计数达成）",100,强化一下又不会有什么损失嗼
1006,花JK,开锁,Field Skill,8,4,,,,,,
1006,花JK,开锁,Field Skill,8,5,3,Truth,800,"开启宝箱
（可通过至今的累计数达成）",300,这样一来 冒险也会更加轻松了嗼
1006,花JK,忍耐力,Field Skill,9,1,1,,,,,
1006,花JK,忍耐力,Field Skill,9,2,2,Truth,200,"使用花JK喜欢的
收纳包道具·蔬菜",4,花喜欢这个香味嗼
1006,花JK,忍耐力,Field Skill,9,3,,,,,,
1006,花JK,忍耐力,Field Skill,9,4,3,Truth,500,"使用收纳包道具·甜品中
花JK喜欢的东西",4,"这是花喜欢的嗼
满分珠宝挞
不论何时看都好漂亮嗼"
1006,花JK,忍耐力,Field Skill,9,5,,,,,,
1006,花JK,农学,Field Skill,10,1,1,,,,,
1006,花JK,农学,Field Skill,10,2,,,,,,
1006,花JK,农学,Field Skill,10,3,2,Truth,300,获取收藏道具·蔬菜,25,这个对冒险会很有用的嗼
1006,花JK,农学,Field Skill,10,4,,,,,,
